id,amount,applicable_type,base_code_id/id,base_sign,chart_template_id/id,include_base_amount,description,account_collected_id/id,parent_id/id,ref_base_code_id/id,ref_base_sign,account_paid_id/id,ref_tax_code_id/id,ref_tax_sign,sequence,tax_code_id/id,tax_sign,price_include,name,type,type_tax_use,child_depend
rrif_tu_po_0_25_pp,0.0,True,,1.0,l10n_hr_chart_template_rrif,False,Prijenos porezne obveze. Pretporez – 0%,kp_rrif140900,rrif_tu_po_0,,1.0,kp_rrif140900,pdv_code_o101,1.0,100,pdv_code_o101,1.0,False,Prijenos porezne obveze. Pretporez – 0%,Percent,All,False
rrif_tu_po_0_obv,0.0,True,,1.0,l10n_hr_chart_template_rrif,False,Prijenos porezne obveze. Obveza – 0%,kp_rrif24007,rrif_tu_po_0,,1.0,kp_rrif24007,pdv_code_o101,1.0,100,pdv_code_o101,1.0,False,Prijenos porezne obveze. Obveza – 0%,Percent,Purchase,True
rrif_obveza_25_stranci,-0.25,True,,1.0,l10n_hr_chart_template_rrif,False,Obveza stranci 25%,kp_rrif24040,rrif_prijenos_25_stranci,,1.0,kp_rrif24040,pdv_code_p213,1.0,1,pdv_code_p213,1.0,False,Obveza stranci 25%,Percent,All,False
rrif_pret_25_stranci,0.25,True,,1.0,l10n_hr_chart_template_rrif,False,Pretporez stranci 25%,kp_rrif14041,rrif_prijenos_25_stranci,,1.0,kp_rrif14041,pdv_code_p311,1.0,1,pdv_code_p311,1.0,False,Pretporez stranci 25%,Percent,Purchase,False
rrif_obv_pp_TU,-0.25,True,,1.0,l10n_hr_chart_template_rrif,False,Obveza- tuzemni prijenos,kp_rrif24007,rrif_prijen_obv_tu,,1.0,kp_rrif24007,pdv_code_p204,1.0,1,pdv_code_p204,1.0,False,Obveza- tuzemni prijenos,Percent,All,False
rrif_pret_TU,0.25,True,,1.0,l10n_hr_chart_template_rrif,False,Pretporez- tuzemni prijenos,kp_rrif14011,rrif_prijen_obv_tu,,1.0,kp_rrif14011,pdv_code_p304,1.0,1,pdv_code_p304,1.0,False,Pretporez- tuzemni prijenos,Percent,Purchase,False
rrif_pdv_13_eu,0.13,True,,1.0,l10n_hr_chart_template_rrif,False,Pretporez 13% (usluge EU),kp_rrif14031,rrif_prijen_obv_13_usluge_eu,,1.0,kp_rrif14031,pdv_code_p309,1.0,1,pdv_code_p309,1.0,False,Pretporez 13% (usluge EU),Percent,Purchase,False
rrif_pp13_obveza_usluge_eu,-0.13,True,,1.0,l10n_hr_chart_template_rrif,False,Obveza 13% (usluge EU),kp_rrif24031,rrif_prijen_obv_13_usluge_eu,,1.0,kp_rrif24031,pdv_code_p209,1.0,1,pdv_code_p209,1.0,False,Obveza 13% (usluge EU),Percent,All,False
rrif_pp5_obveza_usluge_eu,-0.05,True,,1.0,l10n_hr_chart_template_rrif,False,Obveza usluge EU 5%,kp_rrif24030,rrif_ppo_5_usluge_eu,,1.0,kp_rrif24030,pdv_code_p208,1.0,1,pdv_code_p208,1.0,False,Obveza usluge EU 5%,Percent,All,False
rrif_pret_usluge_5_eu,0.05,True,,1.0,l10n_hr_chart_template_rrif,False,Pretporez usluge EU 5%,kp_rrif14030,rrif_ppo_5_usluge_eu,,1.0,kp_rrif14030,pdv_code_p308,1.0,1,pdv_code_p308,1.0,False,Pretporez usluge EU 5%,Percent,Purchase,False
rrif_pp5_obveza_stranci,-0.05,True,,1.0,l10n_hr_chart_template_rrif,False,Obveza 5% stranci,kp_rrif24042,rrif_ppo_5_stranci,,1.0,kp_rrif24042,pdv_code_p211,1.0,1,pdv_code_p211,1.0,False,Obveza 5% stranci,Percent,All,False
rrif_pret_5_stranci,0.05,True,,1.0,l10n_hr_chart_template_rrif,False,Pretporez 5% stranci,kp_rrif14042,rrif_ppo_5_stranci,,1.0,kp_rrif14042,pdv_code_p311,1.0,1,pdv_code_p311,1.0,False,Pretporez 5% stranci,Percent,Purchase,False
