id,code,name
en16931_uom_M12,M12,cubic yard per day
en16931_uom_M13,M13,cubic yard per hour
en16931_uom_M14,M14,cubic yard per psi
en16931_uom_M15,M15,cubic yard per minute
en16931_uom_M16,M16,cubic yard per second
en16931_uom_M17,M17,kilohertz metre
en16931_uom_M18,M18,gigahertz metre
en16931_uom_M19,M19,Beaufort
en16931_uom_M20,M20,reciprocal megakelvin or megakelvin to the power minus one
en16931_uom_M21,M21,reciprocal kilovolt - ampere reciprocal hour
en16931_uom_M22,M22,millilitre per square centimetre minute
en16931_uom_M23,M23,newton per centimetre
en16931_uom_M24,M24,ohm kilometre
en16931_uom_M25,M25,percent per degree Celsius
en16931_uom_M26,M26,gigaohm per metre
en16931_uom_M27,M27,megahertz metre
en16931_uom_M29,M29,kilogram per kilogram
en16931_uom_M30,M30,reciprocal volt - ampere reciprocal second
en16931_uom_M31,M31,kilogram per kilometre
en16931_uom_M32,M32,pascal second per litre
en16931_uom_M33,M33,millimole per litre
en16931_uom_M34,M34,newton metre per square metre
en16931_uom_M35,M35,millivolt - ampere
en16931_uom_M36,M36,30-day month
en16931_uom_M37,M37,actual/360
en16931_uom_M38,M38,kilometre per second squared
en16931_uom_M39,M39,centimetre per second squared
en16931_uom_M4,M4,monetary value
en16931_uom_M40,M40,yard per second squared
en16931_uom_M41,M41,millimetre per second squared
en16931_uom_M42,M42,mile (statute mile) per second squared
en16931_uom_M43,M43,mil
en16931_uom_M44,M44,revolution
en16931_uom_M45,M45,degree [unit of angle] per second squared
en16931_uom_M46,M46,revolution per minute 
en16931_uom_M47,M47,circular mil 
en16931_uom_M48,M48,square mile (based on U.S. survey foot) 
en16931_uom_M49,M49,chain (based on U.S. survey foot)
en16931_uom_M5,M5,microcurie
en16931_uom_M50,M50,furlong
en16931_uom_M51,M51,foot (U.S. survey) 
en16931_uom_M52,M52,mile (based on U.S. survey foot) 
en16931_uom_M53,M53,metre per pascal
en16931_uom_M55,M55,metre per radiant
en16931_uom_M56,M56,shake
en16931_uom_M57,M57,mile per minute 
en16931_uom_M58,M58,mile per second 
en16931_uom_M59,M59,metre per second pascal
en16931_uom_M60,M60,metre per hour
en16931_uom_M61,M61,inch per year
en16931_uom_M62,M62,kilometre per second 
en16931_uom_M63,M63,inch per minute
en16931_uom_M64,M64,yard per second
en16931_uom_M65,M65,yard per minute
en16931_uom_M66,M66,yard per hour
en16931_uom_M67,M67,acre-foot (based on U.S. survey foot)
en16931_uom_M68,M68,cord (128 ft3)
en16931_uom_M69,M69,cubic mile (UK statute)
en16931_uom_M7,M7,micro-inch
en16931_uom_M70,M70,"ton, register "
en16931_uom_M71,M71,cubic metre per pascal
en16931_uom_M72,M72,bel
en16931_uom_M73,M73,kilogram per cubic metre pascal
en16931_uom_M74,M74,kilogram per pascal
en16931_uom_M75,M75,kilopound-force
en16931_uom_M76,M76,poundal
en16931_uom_M77,M77,kilogram metre per second squared
en16931_uom_M78,M78,pond
en16931_uom_M79,M79,square foot per hour 
en16931_uom_M80,M80,stokes per pascal
en16931_uom_M81,M81,square centimetre per second
en16931_uom_M82,M82,square metre per second pascal
en16931_uom_M83,M83,denier 
en16931_uom_M84,M84,pound per yard 
en16931_uom_M85,M85,"ton, assay"
en16931_uom_M86,M86,pfund
en16931_uom_M87,M87,kilogram per second pascal
en16931_uom_M88,M88,tonne per month
en16931_uom_M89,M89,tonne per year
en16931_uom_M9,M9,million Btu per 1000 cubic foot
en16931_uom_M90,M90,kilopound per hour
en16931_uom_M91,M91,pound per pound
en16931_uom_M92,M92,pound-force foot
en16931_uom_M93,M93,newton metre per radian
en16931_uom_M94,M94,kilogram metre
en16931_uom_M95,M95,poundal foot
en16931_uom_M96,M96,poundal inch
en16931_uom_M97,M97,dyne metre
en16931_uom_M98,M98,kilogram centimetre per second
en16931_uom_M99,M99,gram centimetre per second
en16931_uom_MAH,MAH,megavolt ampere reactive hour
en16931_uom_MAL,MAL,megalitre
en16931_uom_MAM,MAM,megametre
en16931_uom_MAR,MAR,megavar
en16931_uom_MAW,MAW,megawatt
en16931_uom_MBE,MBE,thousand standard brick equivalent
en16931_uom_MBF,MBF,thousand board foot
en16931_uom_MBR,MBR,millibar
en16931_uom_MC,MC,microgram
en16931_uom_MCU,MCU,millicurie
en16931_uom_MD,MD,air dry metric ton
en16931_uom_MGM,MGM,milligram
en16931_uom_MHZ,MHZ,megahertz
en16931_uom_MIK,MIK,square mile (statute mile)
en16931_uom_MIL,MIL,thousand
en16931_uom_MIN,MIN,minute [unit of time]
en16931_uom_MIO,MIO,million
en16931_uom_MIU,MIU,million international unit
en16931_uom_MKD,MKD,Square Metre Day
en16931_uom_MKM,MKM,Square Metre Month
en16931_uom_MKW,MKW,Square Metre Week
en16931_uom_MLD,MLD,milliard
en16931_uom_MLT,MLT,millilitre
en16931_uom_MMK,MMK,square millimetre
en16931_uom_MMQ,MMQ,cubic millimetre
en16931_uom_MMT,MMT,millimetre
en16931_uom_MND,MND,"kilogram, dry weight"
en16931_uom_MNJ,MNJ,Mega Joule per Normalised cubic Metre
en16931_uom_MON,MON,month
en16931_uom_MPA,MPA,megapascal
en16931_uom_MQD,MQD,Cubic Metre Day
en16931_uom_MQH,MQH,cubic metre per hour
en16931_uom_MQM,MQM,Cubic Metre Month
en16931_uom_MQS,MQS,cubic metre per second
en16931_uom_MQW,MQW,Cubic Metre Week
en16931_uom_MRD,MRD,Metre Day
en16931_uom_MRM,MRM,Metre Month
en16931_uom_MRW,MRW,Metre Week
en16931_uom_MSK,MSK,metre per second squared
en16931_uom_MTK,MTK,square metre
en16931_uom_MTQ,MTQ,cubic metre
en16931_uom_MTR,MTR,metre
en16931_uom_MTS,MTS,metre per second
en16931_uom_MTZ,MTZ,milihertz
en16931_uom_MVA,MVA,megavolt - ampere
en16931_uom_MWH,MWH,megawatt hour (1000 kW.h)
en16931_uom_N1,N1,pen calorie
en16931_uom_N10,N10,pound foot per second
en16931_uom_N11,N11,pound inch per second
en16931_uom_N12,N12,Pferdestaerke
en16931_uom_N13,N13,centimetre of mercury (0 ºC)
en16931_uom_N14,N14,centimetre of water (4 ºC)
en16931_uom_N15,N15,foot of water (39.2 ºF)
en16931_uom_N16,N16,inch of mercury (32 ºF)
en16931_uom_N17,N17,inch of mercury (60 ºF)
en16931_uom_N18,N18,inch of water (39.2 ºF)
en16931_uom_N19,N19,inch of water (60 ºF)
en16931_uom_N20,N20,kip per square inch
en16931_uom_N21,N21,poundal per square foot 
en16931_uom_N22,N22,ounce (avoirdupois) per square inch 
en16931_uom_N23,N23,conventional metre of water
en16931_uom_N24,N24,gram per square millimetre
en16931_uom_N25,N25,pound per square yard
en16931_uom_N26,N26,poundal per square inch
en16931_uom_N27,N27,foot to the fourth power 
en16931_uom_N28,N28,cubic decimetre per kilogram
en16931_uom_N29,N29,cubic foot per pound
en16931_uom_N3,N3,print point
en16931_uom_N30,N30,cubic inch per pound
en16931_uom_N31,N31,kilonewton per metre
en16931_uom_N32,N32,poundal per inch
en16931_uom_N33,N33,pound-force per yard
en16931_uom_N34,N34,poundal second per square foot 
en16931_uom_N35,N35,poise per pascal
en16931_uom_N36,N36,newton second per square metre
en16931_uom_N37,N37,kilogram per metre second
en16931_uom_N38,N38,kilogram per metre minute
en16931_uom_N39,N39,kilogram per metre day
en16931_uom_N40,N40,kilogram per metre hour
en16931_uom_N41,N41,gram per centimetre second
en16931_uom_N42,N42,poundal second per square inch
en16931_uom_N43,N43,pound per foot minute
en16931_uom_N44,N44,pound per foot day
en16931_uom_N45,N45,cubic metre per second pascal
en16931_uom_N46,N46,foot poundal
en16931_uom_N47,N47,inch poundal
en16931_uom_N48,N48,watt per square centimetre 
en16931_uom_N49,N49,watt per square inch 
en16931_uom_N50,N50,British thermal unit (international table) per square foot hour
en16931_uom_N51,N51,British thermal unit (thermochemical) per square foot hour
en16931_uom_N52,N52,British thermal unit (thermochemical) per square foot minute
en16931_uom_N53,N53,British thermal unit (international table) per square foot second
en16931_uom_N54,N54,British thermal unit (thermochemical) per square foot second
en16931_uom_N55,N55,British thermal unit (international table) per square inch second
en16931_uom_N56,N56,calorie (thermochemical) per square centimetre minute
en16931_uom_N57,N57,calorie (thermochemical) per square centimetre second
en16931_uom_N58,N58,British thermal unit (international table) per cubic foot 
en16931_uom_N59,N59,British thermal unit (thermochemical) per cubic foot
en16931_uom_N60,N60,British thermal unit (international table) per degree Fahrenheit
en16931_uom_N61,N61,British thermal unit (thermochemical) per degree Fahrenheit
en16931_uom_N62,N62,British thermal unit (international table) per degree Rankine
en16931_uom_N63,N63,British thermal unit (thermochemical) per degree Rankine
en16931_uom_N64,N64,British thermal unit (thermochemical) per pound degree Rankine
en16931_uom_N65,N65,kilocalorie (international table) per gram kelvin
en16931_uom_N66,N66,British thermal unit (39 ºF) 
en16931_uom_N67,N67,British thermal unit (59 ºF)
en16931_uom_N68,N68,British thermal unit (60 ºF) 
en16931_uom_N69,N69,calorie (20 ºC) 
en16931_uom_N70,N70,quad (1015 BtuIT)
en16931_uom_N71,N71,therm (EC)
en16931_uom_N72,N72,therm (U.S.)
en16931_uom_N73,N73,British thermal unit (thermochemical) per pound
en16931_uom_N74,N74,British thermal unit (international table) per hour square foot degree Fahrenheit
en16931_uom_N75,N75,British thermal unit (thermochemical) per hour square foot degree Fahrenheit
en16931_uom_N76,N76,British thermal unit (international table) per second square foot degree Fahrenheit
en16931_uom_N77,N77,British thermal unit (thermochemical) per second square foot degree Fahrenheit
en16931_uom_N78,N78,kilowatt per square metre kelvin
en16931_uom_N79,N79,kelvin per pascal
en16931_uom_N80,N80,watt per metre degree Celsius
en16931_uom_N81,N81,kilowatt per metre kelvin
en16931_uom_N82,N82,kilowatt per metre degree Celsius
en16931_uom_N83,N83,metre per degree Celcius metre
en16931_uom_N84,N84,degree Fahrenheit hour per British thermal unit (international table)
en16931_uom_N85,N85,degree Fahrenheit hour per British thermal unit (thermochemical)
en16931_uom_N86,N86,degree Fahrenheit second per British thermal unit (international table)
en16931_uom_N87,N87,degree Fahrenheit second per British thermal unit (thermochemical)
en16931_uom_N88,N88,degree Fahrenheit hour square foot per British thermal unit (international table) inch
en16931_uom_N89,N89,degree Fahrenheit hour square foot per British thermal unit (thermochemical) inch
en16931_uom_N90,N90,kilofarad
en16931_uom_N91,N91,reciprocal joule
en16931_uom_N92,N92,picosiemens
en16931_uom_N93,N93,ampere per pascal
en16931_uom_N94,N94,franklin
en16931_uom_N95,N95,ampere minute
en16931_uom_N96,N96,biot
en16931_uom_N97,N97,gilbert
en16931_uom_N98,N98,volt per pascal
en16931_uom_N99,N99,picovolt
en16931_uom_NA,NA,milligram per kilogram
en16931_uom_NAR,NAR,number of articles
en16931_uom_NCL,NCL,number of cells
en16931_uom_NEW,NEW,newton
en16931_uom_NF,NF,message
en16931_uom_NIL,NIL,nil
en16931_uom_NIU,NIU,number of international units
en16931_uom_NL,NL,load
en16931_uom_NM3,NM3,Normalised cubic metre
en16931_uom_NMI,NMI,nautical mile
en16931_uom_NMP,NMP,number of packs
en16931_uom_NPT,NPT,number of parts
en16931_uom_NT,NT,net ton
en16931_uom_NTU,NTU,Nephelometric turbidity unit
en16931_uom_NU,NU,newton metre
en16931_uom_NX,NX,part per thousand
en16931_uom_OA,OA,panel
en16931_uom_ODE,ODE,ozone depletion equivalent
en16931_uom_ODG,ODG,ODS Grams
en16931_uom_ODK,ODK,ODS Kilograms
en16931_uom_ODM,ODM,ODS Milligrams
en16931_uom_OHM,OHM,ohm
en16931_uom_ON,ON,ounce per square yard
en16931_uom_ONZ,ONZ,ounce (avoirdupois)
en16931_uom_OPM,OPM,oscillations per minute
en16931_uom_OT,OT,overtime hour
en16931_uom_OZA,OZA,fluid ounce (US)
en16931_uom_OZI,OZI,fluid ounce (UK)
en16931_uom_P1,P1,percent
en16931_uom_P10,P10,coulomb per metre
en16931_uom_P11,P11,kiloweber
en16931_uom_P12,P12,gamma
en16931_uom_P13,P13,kilotesla
en16931_uom_P14,P14,joule per second
en16931_uom_P15,P15,joule per minute
en16931_uom_P16,P16,joule per hour
en16931_uom_P17,P17,joule per day
en16931_uom_P18,P18,kilojoule per second
en16931_uom_P19,P19,kilojoule per minute
en16931_uom_P2,P2,pound per foot
en16931_uom_P20,P20,kilojoule per hour
en16931_uom_P21,P21,kilojoule per day
en16931_uom_P22,P22,nanoohm
en16931_uom_P23,P23,ohm circular-mil per foot 
en16931_uom_P24,P24,kilohenry
en16931_uom_P25,P25,lumen per square foot 
en16931_uom_P26,P26,phot
en16931_uom_P27,P27,footcandle
en16931_uom_P28,P28,candela per square inch 
en16931_uom_P29,P29,footlambert
en16931_uom_P30,P30,lambert
en16931_uom_P31,P31,stilb
en16931_uom_P32,P32,candela per square foot
en16931_uom_P33,P33,kilocandela
en16931_uom_P34,P34,millicandela
en16931_uom_P35,P35,Hefner-Kerze
en16931_uom_P36,P36,international candle 
en16931_uom_P37,P37,British thermal unit (international table) per square foot
en16931_uom_P38,P38,British thermal unit (thermochemical) per square foot
en16931_uom_P39,P39,calorie (thermochemical) per square centimetre 
en16931_uom_P40,P40,langley
en16931_uom_P41,P41,decade (logarithmic)
en16931_uom_P42,P42,pascal squared second
en16931_uom_P43,P43,bel per metre
en16931_uom_P44,P44,pound mole
en16931_uom_P45,P45,pound mole per second
en16931_uom_P46,P46,pound mole per minute
en16931_uom_P47,P47,kilomole per kilogram
en16931_uom_P48,P48,pound mole per pound
en16931_uom_P49,P49,newton square metre per ampere
en16931_uom_P5,P5,five pack
en16931_uom_P50,P50,weber metre
en16931_uom_P51,P51,mol per kilogram pascal
en16931_uom_P52,P52,mol per cubic metre pascal
en16931_uom_P53,P53,unit pole 
en16931_uom_P54,P54,milligray per second
en16931_uom_P55,P55,microgray per second
en16931_uom_P56,P56,nanogray per second
en16931_uom_P57,P57,gray per minute
en16931_uom_P58,P58,milligray per minute
en16931_uom_P59,P59,microgray per minute
en16931_uom_P60,P60,nanogray per minute
en16931_uom_P61,P61,gray per hour
en16931_uom_P62,P62,milligray per hour
en16931_uom_P63,P63,microgray per hour
en16931_uom_P64,P64,nanogray per hour
en16931_uom_P65,P65,sievert per second
en16931_uom_P66,P66,millisievert per second
en16931_uom_P67,P67,microsievert per second
en16931_uom_P68,P68,nanosievert per second
en16931_uom_P69,P69,rem per second
en16931_uom_P70,P70,sievert per hour
en16931_uom_P71,P71,millisievert per hour
en16931_uom_P72,P72,microsievert per hour
en16931_uom_P73,P73,nanosievert per hour
en16931_uom_P74,P74,sievert per minute
en16931_uom_P75,P75,millisievert per minute
en16931_uom_P76,P76,microsievert per minute
en16931_uom_P77,P77,nanosievert per minute
en16931_uom_P78,P78,reciprocal square inch
en16931_uom_P79,P79,pascal square metre per kilogram
en16931_uom_P80,P80,millipascal per metre
en16931_uom_P81,P81,kilopascal per metre
en16931_uom_P82,P82,hectopascal per metre
en16931_uom_P83,P83,standard atmosphere per metre
en16931_uom_P84,P84,technical atmosphere per metre
en16931_uom_P85,P85,torr per metre
en16931_uom_P86,P86,psi per inch
en16931_uom_P87,P87,cubic metre per second square metre
en16931_uom_P88,P88,rhe
en16931_uom_P89,P89,pound-force foot per inch
en16931_uom_P90,P90,pound-force inch per inch 
en16931_uom_P91,P91,perm (0 ºC) 
en16931_uom_P92,P92,perm (23 ºC) 
en16931_uom_P93,P93,byte per second
en16931_uom_P94,P94,kilobyte per second
en16931_uom_P95,P95,megabyte per second
en16931_uom_P96,P96,reciprocal volt
en16931_uom_P97,P97,reciprocal radian
en16931_uom_P98,P98,pascal to the power sum of stoichiometric numbers
en16931_uom_P99,P99,mole per cubiv metre to the power sum of stoichiometric numbers
en16931_uom_PAL,PAL,pascal
en16931_uom_PD,PD,pad
en16931_uom_PFL,PFL,proof litre
en16931_uom_PGL,PGL,proof gallon
en16931_uom_PI,PI,pitch
en16931_uom_PLA,PLA,degree Plato
en16931_uom_PO,PO,pound per inch of length
en16931_uom_PQ,PQ,page per inch
en16931_uom_PR,PR,pair
en16931_uom_PS,PS,pound-force per square inch
en16931_uom_PTD,PTD,dry pint (US)
en16931_uom_PTI,PTI,pint (UK)
en16931_uom_PTL,PTL,liquid pint (US)
en16931_uom_PTN,PTN,portion
en16931_uom_Q10,Q10,joule per tesla
en16931_uom_Q11,Q11,erlang
en16931_uom_Q12,Q12,octet
en16931_uom_Q13,Q13,octet per second
en16931_uom_Q14,Q14,shannon
en16931_uom_Q15,Q15,hartley
en16931_uom_Q16,Q16,natural unit of information
en16931_uom_Q17,Q17,shannon per second
en16931_uom_Q18,Q18,hartley per second
en16931_uom_Q19,Q19,natural unit of information per second
en16931_uom_Q20,Q20,second per kilogramm
en16931_uom_Q21,Q21,watt square metre
en16931_uom_Q22,Q22,second per radian cubic metre
en16931_uom_Q23,Q23,weber to the power minus one
en16931_uom_Q24,Q24,reciprocal inch
en16931_uom_Q25,Q25,dioptre
en16931_uom_Q26,Q26,one per one
en16931_uom_Q27,Q27,newton metre per metre
en16931_uom_Q28,Q28,kilogram per square metre pascal second
en16931_uom_Q29,Q29,microgram per hectogram
en16931_uom_Q3,Q3,meal
en16931_uom_Q30,Q30,pH (potential of Hydrogen)
en16931_uom_Q31,Q31,kilojoule per gram
en16931_uom_Q32,Q32,femtolitre
en16931_uom_Q33,Q33,picolitre
en16931_uom_Q34,Q34,nanolitre
en16931_uom_Q35,Q35,megawatts per minute
en16931_uom_Q36,Q36,square metre per cubic metre
en16931_uom_Q37,Q37,Standard cubic metre per day
en16931_uom_Q38,Q38,Standard cubic metre per hour
en16931_uom_Q39,Q39,Normalized cubic metre per day
en16931_uom_Q40,Q40,Normalized cubic metre per hour
en16931_uom_Q41,Q41,Joule per normalised cubic metre
en16931_uom_Q42,Q42,Joule per standard cubic metre
en16931_uom_QA,QA,page - facsimile
en16931_uom_QAN,QAN,quarter (of a year)
en16931_uom_QB,QB,page - hardcopy
en16931_uom_QR,QR,quire
en16931_uom_QTD,QTD,dry quart (US)
en16931_uom_QTI,QTI,quart (UK)
en16931_uom_QTL,QTL,liquid quart (US)
en16931_uom_QTR,QTR,quarter (UK)
en16931_uom_R1,R1,pica
en16931_uom_R9,R9,thousand cubic metre
en16931_uom_RH,RH,running or operating hour
en16931_uom_RM,RM,ream
en16931_uom_ROM,ROM,room
en16931_uom_RP,RP,pound per ream
en16931_uom_RPM,RPM,revolutions per minute
en16931_uom_RPS,RPS,revolutions per second
en16931_uom_RT,RT,revenue ton mile
en16931_uom_S3,S3,square foot per second
en16931_uom_S4,S4,square metre per second
en16931_uom_SAN,SAN,half year (6 months)
en16931_uom_SCO,SCO,score
en16931_uom_SCR,SCR,scruple
en16931_uom_SEC,SEC,second [unit of time]
en16931_uom_SET,SET,set
en16931_uom_SG,SG,segment
en16931_uom_SIE,SIE,siemens
en16931_uom_SM3,SM3,Standard cubic metre
en16931_uom_SMI,SMI,mile (statute mile)
en16931_uom_SQ,SQ,square
en16931_uom_SQR,SQR,"square, roofing"
en16931_uom_SR,SR,strip
en16931_uom_STC,STC,stick
en16931_uom_STI,STI,stone (UK)
en16931_uom_STK,STK,"stick, cigarette"
en16931_uom_STL,STL,standard litre
en16931_uom_STN,STN,ton (US) or short ton (UK/US)
en16931_uom_STW,STW,straw
en16931_uom_SW,SW,skein
en16931_uom_SX,SX,shipment
en16931_uom_SYR,SYR,syringe
en16931_uom_T0,T0,telecommunication line in service
en16931_uom_T3,T3,thousand piece
en16931_uom_TAH,TAH,kiloampere hour (thousand ampere hour)
en16931_uom_TAN,TAN,total acid number
en16931_uom_TI,TI,thousand square inch
en16931_uom_TIC,TIC,"metric ton, including container"
en16931_uom_TIP,TIP,"metric ton, including inner packaging"
en16931_uom_TKM,TKM,tonne kilometre
en16931_uom_TMS,TMS,"kilogram of imported meat, less offal"
en16931_uom_TNE,TNE,tonne (metric ton)
en16931_uom_TP,TP,ten pack
en16931_uom_TPI,TPI,teeth per inch
en16931_uom_TPR,TPR,ten pair
en16931_uom_TQD,TQD,thousand cubic metre per day
en16931_uom_TRL,TRL,trillion (EUR)
en16931_uom_TST,TST,ten set
en16931_uom_TTS,TTS,ten thousand sticks
en16931_uom_U1,U1,treatment
en16931_uom_U2,U2,tablet
en16931_uom_UB,UB,telecommunication line in service average
en16931_uom_UC,UC,telecommunication port
en16931_uom_VA,VA,volt - ampere per kilogram
en16931_uom_VLT,VLT,volt
en16931_uom_VP,VP,percent volume
en16931_uom_W2,W2,wet kilo
en16931_uom_WA,WA,watt per kilogram
en16931_uom_WB,WB,wet pound
en16931_uom_WCD,WCD,cord
en16931_uom_WE,WE,wet ton
en16931_uom_WEB,WEB,weber
en16931_uom_WEE,WEE,week
en16931_uom_WG,WG,wine gallon
en16931_uom_WHR,WHR,watt hour
en16931_uom_WM,WM,working month
en16931_uom_WSD,WSD,standard
en16931_uom_WTT,WTT,watt
en16931_uom_X1,X1,Gunter's chain
en16931_uom_YDK,YDK,square yard
en16931_uom_YDQ,YDQ,cubic yard
en16931_uom_YRD,YRD,yard
en16931_uom_Z11,Z11,hanging container
en16931_uom_Z9,Z9,nanomole
en16931_uom_ZP,ZP,page
en16931_uom_ZZ,ZZ,mutually defined
en16931_uom_X1A,X1A,"Drum, steel"
en16931_uom_X1B,X1B,"Drum, aluminium"
en16931_uom_X1D,X1D,"Drum, plywood"
en16931_uom_X1F,X1F,"Container, flexible"
en16931_uom_X1G,X1G,"Drum, fibre"
en16931_uom_X1W,X1W,"Drum, wooden"
en16931_uom_X2C,X2C,"Barrel, wooden"
en16931_uom_X3A,X3A,"Jerrican, steel"
en16931_uom_X3H,X3H,"Jerrican, plastic"
en16931_uom_X43,X43,"Bag, super bulk"
en16931_uom_X44,X44,"Bag, polybag"
en16931_uom_X4A,X4A,"Box, steel"
en16931_uom_X4B,X4B,"Box, aluminium"
en16931_uom_X4C,X4C,"Box, natural wood"
en16931_uom_X4D,X4D,"Box, plywood"
en16931_uom_X4F,X4F,"Box, reconstituted wood"
en16931_uom_X4G,X4G,"Box, fibreboard"
en16931_uom_X4H,X4H,"Box, plastic"
en16931_uom_X5H,X5H,"Bag, woven plastic"
en16931_uom_X5L,X5L,"Bag, textile "
en16931_uom_X5M,X5M,"Bag, paper "
en16931_uom_X6H,X6H,"Composite packaging, plastic receptacle"
en16931_uom_X6P,X6P,"Composite packaging, glass receptacle"
en16931_uom_X7A,X7A,"Case, car"
en16931_uom_X7B,X7B,"Case, wooden"
en16931_uom_X8A,X8A,"Pallet, wooden"
en16931_uom_X8B,X8B,"Crate, wooden"
en16931_uom_X8C,X8C,"Bundle, wooden"
en16931_uom_XAA,XAA,"Intermediate bulk container, rigid plastic"
en16931_uom_XAB,XAB,"Receptacle, fibre "
en16931_uom_XAC,XAC,"Receptacle, paper "
en16931_uom_XAD,XAD,"Receptacle, wooden "
en16931_uom_XAE,XAE,Aerosol
en16931_uom_XAF,XAF,"Pallet, modular, collars 80cms * 60cms "
en16931_uom_XAG,XAG,"Pallet, shrinkwrapped "
en16931_uom_XAH,XAH,"Pallet, 100cms * 110cms "
en16931_uom_XAI,XAI,Clamshell
en16931_uom_XAJ,XAJ,Cone
en16931_uom_XAL,XAL,Ball
en16931_uom_XAM,XAM,"Ampoule, non-protected "
en16931_uom_XAP,XAP,"Ampoule, protected "
en16931_uom_XAT,XAT,Atomizer 
en16931_uom_XAV,XAV,Capsule
en16931_uom_XB4,XB4,Belt
en16931_uom_XBA,XBA,Barrel 
en16931_uom_XBB,XBB,Bobbin 
en16931_uom_XBC,XBC,Bottlecrate / bottlerack 
en16931_uom_XBD,XBD,Board
en16931_uom_XBE,XBE,Bundle 
en16931_uom_XBF,XBF,"Balloon, non-protected "
en16931_uom_XBG,XBG,Bag
en16931_uom_XBH,XBH,Bunch
en16931_uom_XBI,XBI,Bin
en16931_uom_XBJ,XBJ,Bucket 
en16931_uom_XBK,XBK,Basket 
en16931_uom_XBL,XBL,"Bale, compressed "
en16931_uom_XBM,XBM,Basin
en16931_uom_XBN,XBN,"Bale, non-compressed "
en16931_uom_XBO,XBO,"Bottle, non-protected, cylindrical "
en16931_uom_XBP,XBP,"Balloon, protected "
en16931_uom_XBQ,XBQ,"Bottle, protected cylindrical"
en16931_uom_XBR,XBR,Bar
en16931_uom_XBS,XBS,"Bottle, non-protected, bulbous "
en16931_uom_XBT,XBT,Bolt 
en16931_uom_XBU,XBU,Butt 
en16931_uom_XBV,XBV,"Bottle, protected bulbous"
en16931_uom_XBW,XBW,"Box, for liquids"
en16931_uom_XBX,XBX,Box
en16931_uom_XBY,XBY,"Board, in bundle/bunch/truss "
en16931_uom_XBZ,XBZ,"Bars, in bundle/bunch/truss"
en16931_uom_XCA,XCA,"Can, rectangular "
en16931_uom_XCB,XCB,"Crate, beer"
en16931_uom_XCC,XCC,Churn
en16931_uom_XCD,XCD,"Can, with handle and spout "
en16931_uom_XCE,XCE,Creel
en16931_uom_XCF,XCF,Coffer 
en16931_uom_XCG,XCG,Cage 
en16931_uom_XCH,XCH,Chest
en16931_uom_XCI,XCI,Canister 
en16931_uom_XCJ,XCJ,Coffin 
en16931_uom_XCK,XCK,Cask 
en16931_uom_XCL,XCL,Coil 
en16931_uom_XCM,XCM,Card
en16931_uom_XCN,XCN,"Container, not otherwise specified as transport equipment"
en16931_uom_XCO,XCO,"Carboy, non-protected"
en16931_uom_XCP,XCP,"Carboy, protected"
en16931_uom_XCQ,XCQ,Cartridge
en16931_uom_XCR,XCR,Crate
en16931_uom_XCS,XCS,Case 
en16931_uom_XCT,XCT,Carton 
en16931_uom_XCU,XCU,Cup
en16931_uom_XCV,XCV,Cover
en16931_uom_XCW,XCW,"Cage, roll "
en16931_uom_XCX,XCX,"Can, cylindrical "
en16931_uom_XCY,XCY,Cylinder 
en16931_uom_XCZ,XCZ,Canvas 
en16931_uom_XDA,XDA,"Crate, multiple layer, plastic "
en16931_uom_XDB,XDB,"Crate, multiple layer, wooden"
en16931_uom_XDC,XDC,"Crate, multiple layer, cardboard "
en16931_uom_XDG,XDG,"Cage, Commonwealth Handling Equipment Pool  (CHEP)"
en16931_uom_XDH,XDH,"Box, Commonwealth Handling Equipment Pool (CHEP), Eurobox"
en16931_uom_XDI,XDI,"Drum, iron "
en16931_uom_XDJ,XDJ,"Demijohn, non-protected"
en16931_uom_XDK,XDK,"Crate, bulk, cardboard "
en16931_uom_XDL,XDL,"Crate, bulk, plastic "
en16931_uom_XDM,XDM,"Crate, bulk, wooden"
en16931_uom_XDN,XDN,Dispenser
en16931_uom_XDP,XDP,"Demijohn, protected"
en16931_uom_XDR,XDR,Drum 
en16931_uom_XDS,XDS,"Tray, one layer no cover, plastic"
en16931_uom_XDT,XDT,"Tray, one layer no cover, wooden "
en16931_uom_XDU,XDU,"Tray, one layer no cover, polystyrene"
en16931_uom_XDV,XDV,"Tray, one layer no cover, cardboard"
en16931_uom_XDW,XDW,"Tray, two layers no cover, plastic tray"
en16931_uom_XDX,XDX,"Tray, two layers no cover, wooden"
en16931_uom_XDY,XDY,"Tray, two layers no cover, cardboard "
en16931_uom_XEC,XEC,"Bag, plastic "
en16931_uom_XED,XED,"Case, with pallet base "
en16931_uom_XEE,XEE,"Case, with pallet base, wooden "
en16931_uom_XEF,XEF,"Case, with pallet base, cardboard"
en16931_uom_XEG,XEG,"Case, with pallet base, plastic"
en16931_uom_XEH,XEH,"Case, with pallet base, metal"
en16931_uom_XEI,XEI,"Case, isothermic "
en16931_uom_XEN,XEN,Envelope 
en16931_uom_XFB,XFB,Flexibag
en16931_uom_XFC,XFC,"Crate, fruit "
en16931_uom_XFD,XFD,"Crate, framed"
en16931_uom_XFE,XFE,Flexitank
en16931_uom_XFI,XFI,Firkin 
en16931_uom_XFL,XFL,Flask
en16931_uom_XFO,XFO,Footlocker 
