id,code,name
en16931_uom_F98,F98,megapascal cubic metre per second
en16931_uom_F99,F99,pascal litre per second
en16931_uom_FAH,FAH,degree Fahrenheit
en16931_uom_FAR,FAR,farad
en16931_uom_FBM,FBM,fibre metre
en16931_uom_FC,FC,thousand cubic foot
en16931_uom_FF,FF,hundred cubic metre
en16931_uom_FH,FH,micromole
en16931_uom_FIT,FIT,failures in time
en16931_uom_FL,FL,flake ton
en16931_uom_FNU,FNU,Formazin nephelometric unit
en16931_uom_FOT,FOT,foot
en16931_uom_FP,FP,pound per square foot
en16931_uom_FR,FR,foot per minute
en16931_uom_FS,FS,foot per second
en16931_uom_FTK,FTK,square foot
en16931_uom_FTQ,FTQ,cubic foot
en16931_uom_G01,G01,pascal cubic metre per second
en16931_uom_G04,G04,centimetre per bar
en16931_uom_G05,G05,metre per bar
en16931_uom_G06,G06,millimetre per bar
en16931_uom_G08,G08,square inch per second
en16931_uom_G09,G09,square metre per second kelvin
en16931_uom_G10,G10,stokes per kelvin
en16931_uom_G11,G11,gram per cubic centimetre bar
en16931_uom_G12,G12,gram per cubic decimetre bar
en16931_uom_G13,G13,gram per litre bar
en16931_uom_G14,G14,gram per cubic metre bar
en16931_uom_G15,G15,gram per millilitre bar
en16931_uom_G16,G16,kilogram per cubic centimetre bar
en16931_uom_G17,G17,kilogram per litre bar
en16931_uom_G18,G18,kilogram per cubic metre bar
en16931_uom_G19,G19,newton metre per kilogram
en16931_uom_G2,G2,US gallon per minute
en16931_uom_G20,G20,pound-force foot per pound
en16931_uom_G21,G21,cup [unit of volume]
en16931_uom_G23,G23,peck
en16931_uom_G24,G24,tablespoon (US)
en16931_uom_G25,G25,teaspoon (US)
en16931_uom_G26,G26,stere
en16931_uom_G27,G27,cubic centimetre per kelvin
en16931_uom_G28,G28,litre per kelvin
en16931_uom_G29,G29,cubic metre per kelvin
en16931_uom_G3,G3,Imperial gallon per minute
en16931_uom_G30,G30,millilitre per kelvin
en16931_uom_G31,G31,kilogram per cubic centimetre
en16931_uom_G32,G32,ounce (avoirdupois) per cubic yard
en16931_uom_G33,G33,gram per cubic centimetre kelvin
en16931_uom_G34,G34,gram per cubic decimetre kelvin
en16931_uom_G35,G35,gram per litre kelvin
en16931_uom_G36,G36,gram per cubic metre kelvin
en16931_uom_G37,G37,gram per millilitre kelvin
en16931_uom_G38,G38,kilogram per cubic centimetre kelvin
en16931_uom_G39,G39,kilogram per litre kelvin
en16931_uom_G40,G40,kilogram per cubic metre kelvin
en16931_uom_G41,G41,square metre per second bar
en16931_uom_G42,G42,microsiemens per centimetre
en16931_uom_G43,G43,microsiemens per metre
en16931_uom_G44,G44,nanosiemens per centimetre
en16931_uom_G45,G45,nanosiemens per metre
en16931_uom_G46,G46,stokes per bar
en16931_uom_G47,G47,cubic centimetre per day
en16931_uom_G48,G48,cubic centimetre per hour
en16931_uom_G49,G49,cubic centimetre per minute
en16931_uom_G50,G50,gallon (US) per hour
en16931_uom_G51,G51,litre per second
en16931_uom_G52,G52,cubic metre per day
en16931_uom_G53,G53,cubic metre per minute
en16931_uom_G54,G54,millilitre per day
en16931_uom_G55,G55,millilitre per hour
en16931_uom_G56,G56,cubic inch per hour
en16931_uom_G57,G57,cubic inch per minute
en16931_uom_G58,G58,cubic inch per second
en16931_uom_G59,G59,milliampere per litre minute
en16931_uom_G60,G60,volt per bar
en16931_uom_G61,G61,cubic centimetre per day kelvin
en16931_uom_G62,G62,cubic centimetre per hour kelvin
en16931_uom_G63,G63,cubic centimetre per minute kelvin
en16931_uom_G64,G64,cubic centimetre per second kelvin
en16931_uom_G65,G65,litre per day kelvin
en16931_uom_G66,G66,litre per hour kelvin
en16931_uom_G67,G67,litre per minute kelvin
en16931_uom_G68,G68,litre per second kelvin
en16931_uom_G69,G69,cubic metre per day kelvin
en16931_uom_G70,G70,cubic metre per hour kelvin
en16931_uom_G71,G71,cubic metre per minute kelvin
en16931_uom_G72,G72,cubic metre per second kelvin
en16931_uom_G73,G73,millilitre per day kelvin
en16931_uom_G74,G74,millilitre per hour kelvin
en16931_uom_G75,G75,millilitre per minute kelvin
en16931_uom_G76,G76,millilitre per second kelvin
en16931_uom_G77,G77,millimetre to the fourth power
en16931_uom_G78,G78,cubic centimetre per day bar
en16931_uom_G79,G79,cubic centimetre per hour bar
en16931_uom_G80,G80,cubic centimetre per minute bar
en16931_uom_G81,G81,cubic centimetre per second bar
en16931_uom_G82,G82,litre per day bar
en16931_uom_G83,G83,litre per hour bar
en16931_uom_G84,G84,litre per minute bar
en16931_uom_G85,G85,litre per second bar
en16931_uom_G86,G86,cubic metre per day bar
en16931_uom_G87,G87,cubic metre per hour bar
en16931_uom_G88,G88,cubic metre per minute bar
en16931_uom_G89,G89,cubic metre per second bar
en16931_uom_G90,G90,millilitre per day bar
en16931_uom_G91,G91,millilitre per hour bar
en16931_uom_G92,G92,millilitre per minute bar
en16931_uom_G93,G93,millilitre per second bar
en16931_uom_G94,G94,cubic centimetre per bar
en16931_uom_G95,G95,litre per bar
en16931_uom_G96,G96,cubic metre per bar
en16931_uom_G97,G97,millilitre per bar
en16931_uom_G98,G98,microhenry per kiloohm
en16931_uom_G99,G99,microhenry per ohm
en16931_uom_GB,GB,gallon (US) per day
en16931_uom_GBQ,GBQ,gigabecquerel
en16931_uom_GDW,GDW,"gram, dry weight"
en16931_uom_GE,GE,pound per gallon (US)
en16931_uom_GF,GF,gram per metre (gram per 100 centimetres)
en16931_uom_GFI,GFI,gram of fissile isotope
en16931_uom_GGR,GGR,great gross
en16931_uom_GIA,GIA,gill (US)
en16931_uom_GIC,GIC,"gram, including container"
en16931_uom_GII,GII,gill (UK)
en16931_uom_GIP,GIP,"gram, including inner packaging"
en16931_uom_GJ,GJ,gram per millilitre
en16931_uom_GL,GL,gram per litre
en16931_uom_GLD,GLD,dry gallon (US)
en16931_uom_GLI,GLI,gallon (UK)
en16931_uom_GLL,GLL,gallon (US)
en16931_uom_GM,GM,gram per square metre
en16931_uom_GO,GO,milligram per square metre
en16931_uom_GP,GP,milligram per cubic metre
en16931_uom_GQ,GQ,microgram per cubic metre
en16931_uom_GRM,GRM,gram
en16931_uom_GRN,GRN,grain
en16931_uom_GRO,GRO,gross
en16931_uom_GV,GV,gigajoule
en16931_uom_GWH,GWH,gigawatt hour
en16931_uom_H03,H03,henry per kiloohm
en16931_uom_H04,H04,henry per ohm
en16931_uom_H05,H05,millihenry per kiloohm
en16931_uom_H06,H06,millihenry per ohm
en16931_uom_H07,H07,pascal second per bar
en16931_uom_H08,H08,microbecquerel
en16931_uom_H09,H09,reciprocal year
en16931_uom_H10,H10,reciprocal hour
en16931_uom_H11,H11,reciprocal month
en16931_uom_H12,H12,degree Celsius per hour
en16931_uom_H13,H13,degree Celsius per minute
en16931_uom_H14,H14,degree Celsius per second
en16931_uom_H15,H15,square centimetre per gram
en16931_uom_H16,H16,square decametre
en16931_uom_H18,H18,square hectometre
en16931_uom_H19,H19,cubic hectometre
en16931_uom_H20,H20,cubic kilometre
en16931_uom_H21,H21,blank
en16931_uom_H22,H22,volt square inch per pound-force
en16931_uom_H23,H23,volt per inch
en16931_uom_H24,H24,volt per microsecond
en16931_uom_H25,H25,percent per kelvin
en16931_uom_H26,H26,ohm per metre
en16931_uom_H27,H27,degree per metre
en16931_uom_H28,H28,microfarad per kilometre
en16931_uom_H29,H29,microgram per litre
en16931_uom_H30,H30,square micrometre (square micron)
en16931_uom_H31,H31,ampere per kilogram
en16931_uom_H32,H32,ampere squared second
en16931_uom_H33,H33,farad per kilometre
en16931_uom_H34,H34,hertz metre
en16931_uom_H35,H35,kelvin metre per watt
en16931_uom_H36,H36,megaohm per kilometre
en16931_uom_H37,H37,megaohm per metre
en16931_uom_H38,H38,megaampere
en16931_uom_H39,H39,megahertz kilometre
en16931_uom_H40,H40,newton per ampere
en16931_uom_H41,H41,"newton metre watt to the power minus 0,5"
en16931_uom_H42,H42,pascal per metre
en16931_uom_H43,H43,siemens per centimetre
en16931_uom_H44,H44,teraohm
en16931_uom_H45,H45,volt second per metre
en16931_uom_H46,H46,volt per second
en16931_uom_H47,H47,watt per cubic metre
en16931_uom_H48,H48,attofarad
en16931_uom_H49,H49,centimetre per hour
en16931_uom_H50,H50,reciprocal cubic centimetre
en16931_uom_H51,H51,decibel per kilometre
en16931_uom_H52,H52,decibel per metre
en16931_uom_H53,H53,kilogram per bar
en16931_uom_H54,H54,kilogram per cubic decimetre kelvin
en16931_uom_H55,H55,kilogram per cubic decimetre bar
en16931_uom_H56,H56,kilogram per square metre second
en16931_uom_H57,H57,inch per two pi radiant
en16931_uom_H58,H58,metre per volt second
en16931_uom_H59,H59,square metre per newton
en16931_uom_H60,H60,cubic metre per cubic metre
en16931_uom_H61,H61,millisiemens per centimetre
en16931_uom_H62,H62,millivolt per minute
en16931_uom_H63,H63,milligram per square centimetre
en16931_uom_H64,H64,milligram per gram
en16931_uom_H65,H65,millilitre per cubic metre
en16931_uom_H66,H66,millimetre per year
en16931_uom_H67,H67,millimetre per hour
en16931_uom_H68,H68,millimole per gram
en16931_uom_H69,H69,picopascal per kilometre
en16931_uom_H70,H70,picosecond
en16931_uom_H71,H71,percent per month
en16931_uom_H72,H72,percent per hectobar
en16931_uom_H73,H73,percent per decakelvin
en16931_uom_H74,H74,watt per metre
en16931_uom_H75,H75,decapascal
en16931_uom_H76,H76,gram per millimetre
en16931_uom_H77,H77,module width
en16931_uom_H79,H79,French gauge
en16931_uom_H80,H80,rack unit
en16931_uom_H81,H81,millimetre per minute
en16931_uom_H82,H82,big point
en16931_uom_H83,H83,litre per kilogram
en16931_uom_H84,H84,gram millimetre
en16931_uom_H85,H85,reciprocal week
en16931_uom_H87,H87,piece
en16931_uom_H88,H88,megaohm kilometre
en16931_uom_H89,H89,percent per ohm
en16931_uom_H90,H90,percent per degree
en16931_uom_H91,H91,percent per ten thousand
en16931_uom_H92,H92,percent per one hundred thousand
en16931_uom_H93,H93,percent per hundred
en16931_uom_H94,H94,percent per thousand
en16931_uom_H95,H95,percent per volt
en16931_uom_H96,H96,percent per bar
en16931_uom_H98,H98,percent per inch
en16931_uom_H99,H99,percent per metre
en16931_uom_HA,HA,hank
en16931_uom_HAD,HAD,Piece Day
en16931_uom_HBA,HBA,hectobar
en16931_uom_HBX,HBX,hundred boxes
en16931_uom_HC,HC,hundred count
en16931_uom_HDW,HDW,"hundred kilogram, dry weight"
en16931_uom_HEA,HEA,head
en16931_uom_HGM,HGM,hectogram
en16931_uom_HH,HH,hundred cubic foot
en16931_uom_HIU,HIU,hundred international unit
en16931_uom_HKM,HKM,"hundred kilogram, net mass"
en16931_uom_HLT,HLT,hectolitre
en16931_uom_HM,HM,mile per hour (statute mile)
en16931_uom_HMO,HMO,Piece Month
en16931_uom_HMQ,HMQ,million cubic metre
en16931_uom_HMT,HMT,hectometre
en16931_uom_HPA,HPA,hectolitre of pure alcohol
en16931_uom_HTZ,HTZ,hertz
en16931_uom_HUR,HUR,hour
en16931_uom_HWE,HWE,Piece Week
en16931_uom_IA,IA,inch pound (pound inch)
en16931_uom_IE,IE,person
en16931_uom_INH,INH,inch
en16931_uom_INK,INK,square inch
en16931_uom_INQ,INQ,cubic inch
en16931_uom_ISD,ISD,international sugar degree
en16931_uom_IU,IU,inch per second
en16931_uom_IUG,IUG,international unit per gram
en16931_uom_IV,IV,inch per second squared
en16931_uom_J10,J10,percent per millimetre
en16931_uom_J12,J12,per mille per psi
en16931_uom_J13,J13,degree API
en16931_uom_J14,J14,degree Baume (origin scale)
en16931_uom_J15,J15,degree Baume (US heavy)
en16931_uom_J16,J16,degree Baume (US light)
en16931_uom_J17,J17,degree Balling
en16931_uom_J18,J18,degree Brix
en16931_uom_J19,J19,degree Fahrenheit hour square foot per British thermal unit (thermochemical)
en16931_uom_J2,J2,joule per kilogram
en16931_uom_J20,J20,degree Fahrenheit per kelvin
en16931_uom_J21,J21,degree Fahrenheit per bar
en16931_uom_J22,J22,degree Fahrenheit hour square foot per British thermal unit (international table)
en16931_uom_J23,J23,degree Fahrenheit per hour
en16931_uom_J24,J24,degree Fahrenheit per minute
en16931_uom_J25,J25,degree Fahrenheit per second
en16931_uom_J26,J26,reciprocal degree Fahrenheit
en16931_uom_J27,J27,degree Oechsle
en16931_uom_J28,J28,degree Rankine per hour
en16931_uom_J29,J29,degree Rankine per minute
en16931_uom_J30,J30,degree Rankine per second
en16931_uom_J31,J31,degree Twaddell
en16931_uom_J32,J32,micropoise
en16931_uom_J33,J33,microgram per kilogram
en16931_uom_J34,J34,microgram per cubic metre kelvin
en16931_uom_J35,J35,microgram per cubic metre bar
en16931_uom_J36,J36,microlitre per litre
en16931_uom_J38,J38,baud
en16931_uom_J39,J39,British thermal unit (mean)
en16931_uom_J40,J40,British thermal unit (international table) foot per hour square foot degree Fahrenheit
en16931_uom_J41,J41,British thermal unit (international table) inch per hour square foot degree Fahrenheit
en16931_uom_J42,J42,British thermal unit (international table) inch per second square foot degree Fahrenheit
en16931_uom_J43,J43,British thermal unit (international table) per pound degree Fahrenheit
en16931_uom_J44,J44,British thermal unit (international table) per minute
en16931_uom_J45,J45,British thermal unit (international table) per second
en16931_uom_J46,J46,British thermal unit (thermochemical) foot per hour square foot degree Fahrenheit
en16931_uom_J47,J47,British thermal unit (thermochemical) per hour
en16931_uom_J48,J48,British thermal unit (thermochemical) inch per hour square foot degree Fahrenheit
en16931_uom_J49,J49,British thermal unit (thermochemical) inch per second square foot degree Fahrenheit
en16931_uom_J50,J50,British thermal unit (thermochemical) per pound degree Fahrenheit
en16931_uom_J51,J51,British thermal unit (thermochemical) per minute
en16931_uom_J52,J52,British thermal unit (thermochemical) per second
en16931_uom_J53,J53,coulomb square metre per kilogram
en16931_uom_J54,J54,megabaud
en16931_uom_J55,J55,watt second
en16931_uom_J56,J56,bar per bar
en16931_uom_J57,J57,barrel (UK petroleum)
en16931_uom_J58,J58,barrel (UK petroleum) per minute
en16931_uom_J59,J59,barrel (UK petroleum) per day
en16931_uom_J60,J60,barrel (UK petroleum) per hour
en16931_uom_J61,J61,barrel (UK petroleum) per second
en16931_uom_J62,J62,barrel (US petroleum) per hour
en16931_uom_J63,J63,barrel (US petroleum) per second
en16931_uom_J64,J64,bushel (UK) per day
en16931_uom_J65,J65,bushel (UK) per hour
en16931_uom_J66,J66,bushel (UK) per minute
en16931_uom_J67,J67,bushel (UK) per second
en16931_uom_J68,J68,bushel (US dry) per day
en16931_uom_J69,J69,bushel (US dry) per hour
en16931_uom_J70,J70,bushel (US dry) per minute
en16931_uom_J71,J71,bushel (US dry) per second
en16931_uom_J72,J72,centinewton metre
en16931_uom_J73,J73,centipoise per kelvin
en16931_uom_J74,J74,centipoise per bar
en16931_uom_J75,J75,calorie (mean)
en16931_uom_J76,J76,calorie (international table) per gram degree Celsius
en16931_uom_J78,J78,calorie (thermochemical) per centimetre second degree Celsius
en16931_uom_J79,J79,calorie (thermochemical) per gram degree Celsius
en16931_uom_J81,J81,calorie (thermochemical) per minute
en16931_uom_J82,J82,calorie (thermochemical) per second
en16931_uom_J83,J83,clo
en16931_uom_J84,J84,centimetre per second kelvin
en16931_uom_J85,J85,centimetre per second bar
en16931_uom_J87,J87,cubic centimetre per cubic metre
en16931_uom_J90,J90,cubic decimetre per day
en16931_uom_J91,J91,cubic decimetre per cubic metre
en16931_uom_J92,J92,cubic decimetre per minute
en16931_uom_J93,J93,cubic decimetre per second
en16931_uom_J95,J95,ounce (UK fluid) per day
en16931_uom_J96,J96,ounce (UK fluid) per hour
en16931_uom_J97,J97,ounce (UK fluid) per minute
en16931_uom_J98,J98,ounce (UK fluid) per second
en16931_uom_J99,J99,ounce (US fluid) per day
en16931_uom_JE,JE,joule per kelvin
en16931_uom_JK,JK,megajoule per kilogram
en16931_uom_JM,JM,megajoule per cubic metre
en16931_uom_JNT,JNT,pipeline joint
en16931_uom_JOU,JOU,joule
en16931_uom_JPS,JPS,hundred metre
en16931_uom_JWL,JWL,number of jewels
en16931_uom_K1,K1,kilowatt demand
en16931_uom_K10,K10,ounce (US fluid) per hour
en16931_uom_K11,K11,ounce (US fluid) per minute
en16931_uom_K12,K12,ounce (US fluid) per second
en16931_uom_K13,K13,foot per degree Fahrenheit
en16931_uom_K14,K14,foot per hour
en16931_uom_K15,K15,foot pound-force per hour
en16931_uom_K16,K16,foot pound-force per minute
en16931_uom_K17,K17,foot per psi
en16931_uom_K18,K18,foot per second degree Fahrenheit
en16931_uom_K19,K19,foot per second psi
en16931_uom_K2,K2,kilovolt ampere reactive demand
en16931_uom_K20,K20,reciprocal cubic foot
en16931_uom_K21,K21,cubic foot per degree Fahrenheit
en16931_uom_K22,K22,cubic foot per day
en16931_uom_K23,K23,cubic foot per psi
en16931_uom_K26,K26,gallon (UK) per day
en16931_uom_K27,K27,gallon (UK) per hour
en16931_uom_K28,K28,gallon (UK) per second
en16931_uom_K3,K3,kilovolt ampere reactive hour
en16931_uom_K30,K30,gallon (US liquid) per second
en16931_uom_K31,K31,gram-force per square centimetre
en16931_uom_K32,K32,gill (UK) per day
en16931_uom_K33,K33,gill (UK) per hour
en16931_uom_K34,K34,gill (UK) per minute
en16931_uom_K35,K35,gill (UK) per second
en16931_uom_K36,K36,gill (US) per day
en16931_uom_K37,K37,gill (US) per hour
en16931_uom_K38,K38,gill (US) per minute
en16931_uom_K39,K39,gill (US) per second
en16931_uom_K40,K40,standard acceleration of free fall
en16931_uom_K41,K41,grain per gallon (US)
en16931_uom_K42,K42,horsepower (boiler)
en16931_uom_K43,K43,horsepower (electric)
en16931_uom_K45,K45,inch per degree Fahrenheit
en16931_uom_K46,K46,inch per psi
en16931_uom_K47,K47,inch per second degree Fahrenheit
en16931_uom_K48,K48,inch per second psi
en16931_uom_K49,K49,reciprocal cubic inch
en16931_uom_K50,K50,kilobaud
en16931_uom_K51,K51,kilocalorie (mean)
en16931_uom_K52,K52,kilocalorie (international table) per hour metre degree Celsius
en16931_uom_K53,K53,kilocalorie (thermochemical)
en16931_uom_K54,K54,kilocalorie (thermochemical) per minute
en16931_uom_K55,K55,kilocalorie (thermochemical) per second
en16931_uom_K58,K58,kilomole per hour
en16931_uom_K59,K59,kilomole per cubic metre kelvin
en16931_uom_K6,K6,kilolitre
en16931_uom_K60,K60,kilomole per cubic metre bar
en16931_uom_K61,K61,kilomole per minute
en16931_uom_K62,K62,litre per litre
en16931_uom_K63,K63,reciprocal litre
en16931_uom_K64,K64,pound (avoirdupois) per degree Fahrenheit
en16931_uom_K65,K65,pound (avoirdupois) square foot
en16931_uom_K66,K66,pound (avoirdupois) per day
en16931_uom_K67,K67,pound per foot hour
en16931_uom_K68,K68,pound per foot second
en16931_uom_K69,K69,pound (avoirdupois) per cubic foot degree Fahrenheit
en16931_uom_K70,K70,pound (avoirdupois) per cubic foot psi
en16931_uom_K71,K71,pound (avoirdupois) per gallon (UK)
en16931_uom_K73,K73,pound (avoirdupois) per hour degree Fahrenheit
en16931_uom_K74,K74,pound (avoirdupois) per hour psi
en16931_uom_K75,K75,pound (avoirdupois) per cubic inch degree Fahrenheit
en16931_uom_K76,K76,pound (avoirdupois) per cubic inch psi
en16931_uom_K77,K77,pound (avoirdupois) per psi
en16931_uom_K78,K78,pound (avoirdupois) per minute
en16931_uom_K79,K79,pound (avoirdupois) per minute degree Fahrenheit
en16931_uom_K80,K80,pound (avoirdupois) per minute psi
en16931_uom_K81,K81,pound (avoirdupois) per second
en16931_uom_K82,K82,pound (avoirdupois) per second degree Fahrenheit
en16931_uom_K83,K83,pound (avoirdupois) per second psi
en16931_uom_K84,K84,pound per cubic yard
en16931_uom_K85,K85,pound-force per square foot
en16931_uom_K86,K86,pound-force per square inch degree Fahrenheit
en16931_uom_K87,K87,psi cubic inch per second
en16931_uom_K88,K88,psi litre per second
en16931_uom_K89,K89,psi cubic metre per second
en16931_uom_K90,K90,psi cubic yard per second
en16931_uom_K91,K91,pound-force second per square foot
en16931_uom_K92,K92,pound-force second per square inch
en16931_uom_K93,K93,reciprocal psi
en16931_uom_K94,K94,quart (UK liquid) per day
en16931_uom_K95,K95,quart (UK liquid) per hour
en16931_uom_K96,K96,quart (UK liquid) per minute
en16931_uom_K97,K97,quart (UK liquid) per second
en16931_uom_K98,K98,quart (US liquid) per day
en16931_uom_K99,K99,quart (US liquid) per hour
en16931_uom_KA,KA,cake
en16931_uom_KAT,KAT,katal
en16931_uom_KB,KB,kilocharacter
en16931_uom_KBA,KBA,kilobar
en16931_uom_KCC,KCC,kilogram of choline chloride
en16931_uom_KDW,KDW,kilogram drained net weight
en16931_uom_KEL,KEL,kelvin
en16931_uom_KGM,KGM,kilogram
en16931_uom_KGS,KGS,kilogram per second
en16931_uom_KHY,KHY,kilogram of hydrogen peroxide
en16931_uom_KHZ,KHZ,kilohertz
en16931_uom_KI,KI,kilogram per millimetre width
en16931_uom_KIC,KIC,"kilogram, including container"
en16931_uom_KIP,KIP,"kilogram, including inner packaging"
en16931_uom_KJ,KJ,kilosegment
en16931_uom_KJO,KJO,kilojoule
en16931_uom_KL,KL,kilogram per metre
en16931_uom_KLK,KLK,lactic dry material percentage
en16931_uom_KLX,KLX,kilolux
en16931_uom_KMA,KMA,kilogram of methylamine
en16931_uom_KMH,KMH,kilometre per hour
en16931_uom_KMK,KMK,square kilometre
en16931_uom_KMQ,KMQ,kilogram per cubic metre
en16931_uom_KMT,KMT,kilometre
en16931_uom_KNI,KNI,kilogram of nitrogen
en16931_uom_KNM,KNM,kilonewton per square metre
en16931_uom_KNS,KNS,kilogram named substance
en16931_uom_KNT,KNT,knot
en16931_uom_KO,KO,milliequivalence caustic potash per gram of product
en16931_uom_KPA,KPA,kilopascal
en16931_uom_KPH,KPH,kilogram of potassium hydroxide (caustic potash)
en16931_uom_KPO,KPO,kilogram of potassium oxide
en16931_uom_KPP,KPP,kilogram of phosphorus pentoxide (phosphoric anhydride)
en16931_uom_KR,KR,kiloroentgen
en16931_uom_KSD,KSD,kilogram of substance 90 % dry
en16931_uom_KSH,KSH,kilogram of sodium hydroxide (caustic soda)
en16931_uom_KT,KT,kit
en16931_uom_KTN,KTN,kilotonne
en16931_uom_KUR,KUR,kilogram of uranium
en16931_uom_KVA,KVA,kilovolt - ampere
en16931_uom_KVR,KVR,kilovar
en16931_uom_KVT,KVT,kilovolt
en16931_uom_KW,KW,kilogram per millimetre
en16931_uom_KWH,KWH,kilowatt hour
en16931_uom_KWN,KWN,Kilowatt hour per normalized cubic metre
en16931_uom_KWO,KWO,kilogram of tungsten trioxide
en16931_uom_KWS,KWS,Kilowatt hour per standard cubic metre
en16931_uom_KWT,KWT,kilowatt
en16931_uom_KWY,KWY,kilowatt year
en16931_uom_KX,KX,millilitre per kilogram
en16931_uom_L10,L10,quart (US liquid) per minute
en16931_uom_L11,L11,quart (US liquid) per second
en16931_uom_L12,L12,metre per second kelvin
en16931_uom_L13,L13,metre per second bar
en16931_uom_L14,L14,square metre hour degree Celsius per kilocalorie (international table)
en16931_uom_L15,L15,millipascal second per kelvin
en16931_uom_L16,L16,millipascal second per bar
en16931_uom_L17,L17,milligram per cubic metre kelvin
en16931_uom_L18,L18,milligram per cubic metre bar
en16931_uom_L19,L19,millilitre per litre
en16931_uom_L2,L2,litre per minute
en16931_uom_L20,L20,reciprocal cubic millimetre
en16931_uom_L21,L21,cubic millimetre per cubic metre
en16931_uom_L23,L23,mole per hour
en16931_uom_L24,L24,mole per kilogram kelvin
en16931_uom_L25,L25,mole per kilogram bar
en16931_uom_L26,L26,mole per litre kelvin
en16931_uom_L27,L27,mole per litre bar
en16931_uom_L28,L28,mole per cubic metre kelvin
en16931_uom_L29,L29,mole per cubic metre bar
en16931_uom_L30,L30,mole per minute
en16931_uom_L31,L31,milliroentgen aequivalent men
en16931_uom_L32,L32,nanogram per kilogram
en16931_uom_L33,L33,ounce (avoirdupois) per day
en16931_uom_L34,L34,ounce (avoirdupois) per hour
en16931_uom_L35,L35,ounce (avoirdupois) per minute
en16931_uom_L36,L36,ounce (avoirdupois) per second
en16931_uom_L37,L37,ounce (avoirdupois) per gallon (UK)
en16931_uom_L38,L38,ounce (avoirdupois) per gallon (US)
en16931_uom_L39,L39,ounce (avoirdupois) per cubic inch
en16931_uom_L40,L40,ounce (avoirdupois)-force
en16931_uom_L41,L41,ounce (avoirdupois)-force inch
en16931_uom_L42,L42,picosiemens per metre
en16931_uom_L43,L43,peck (UK)
en16931_uom_L44,L44,peck (UK) per day
en16931_uom_L45,L45,peck (UK) per hour
en16931_uom_L46,L46,peck (UK) per minute
en16931_uom_L47,L47,peck (UK) per second
en16931_uom_L48,L48,peck (US dry) per day
en16931_uom_L49,L49,peck (US dry) per hour
en16931_uom_L50,L50,peck (US dry) per minute
en16931_uom_L51,L51,peck (US dry) per second
en16931_uom_L52,L52,psi per psi
en16931_uom_L53,L53,pint (UK) per day
en16931_uom_L54,L54,pint (UK) per hour
en16931_uom_L55,L55,pint (UK) per minute
en16931_uom_L56,L56,pint (UK) per second
en16931_uom_L57,L57,pint (US liquid) per day
en16931_uom_L58,L58,pint (US liquid) per hour
en16931_uom_L59,L59,pint (US liquid) per minute
en16931_uom_L60,L60,pint (US liquid) per second
en16931_uom_L63,L63,slug per day
en16931_uom_L64,L64,slug per foot second
en16931_uom_L65,L65,slug per cubic foot
en16931_uom_L66,L66,slug per hour
en16931_uom_L67,L67,slug per minute
en16931_uom_L68,L68,slug per second
en16931_uom_L69,L69,tonne per kelvin
en16931_uom_L70,L70,tonne per bar
en16931_uom_L71,L71,tonne per day
en16931_uom_L72,L72,tonne per day kelvin
en16931_uom_L73,L73,tonne per day bar
en16931_uom_L74,L74,tonne per hour kelvin
en16931_uom_L75,L75,tonne per hour bar
en16931_uom_L76,L76,tonne per cubic metre kelvin
en16931_uom_L77,L77,tonne per cubic metre bar
en16931_uom_L78,L78,tonne per minute
en16931_uom_L79,L79,tonne per minute kelvin
en16931_uom_L80,L80,tonne per minute bar
en16931_uom_L81,L81,tonne per second
en16931_uom_L82,L82,tonne per second kelvin
en16931_uom_L83,L83,tonne per second bar
en16931_uom_L84,L84,ton (UK shipping)
en16931_uom_L85,L85,ton long per day
en16931_uom_L86,L86,ton (US shipping)
en16931_uom_L87,L87,ton short per degree Fahrenheit
en16931_uom_L88,L88,ton short per day
en16931_uom_L89,L89,ton short per hour degree Fahrenheit
en16931_uom_L90,L90,ton short per hour psi
en16931_uom_L91,L91,ton short per psi
en16931_uom_L92,L92,ton (UK long) per cubic yard
en16931_uom_L93,L93,ton (US short) per cubic yard
en16931_uom_L94,L94,ton-force (US short)
en16931_uom_L95,L95,common year
en16931_uom_L96,L96,sidereal year
en16931_uom_L98,L98,yard per degree Fahrenheit
en16931_uom_L99,L99,yard per psi
en16931_uom_LA,LA,pound per cubic inch
en16931_uom_LAC,LAC,lactose excess percentage
en16931_uom_LBR,LBR,pound
en16931_uom_LBT,LBT,troy pound (US)
en16931_uom_LD,LD,litre per day
en16931_uom_LEF,LEF,leaf
en16931_uom_LF,LF,linear foot
en16931_uom_LH,LH,labour hour
en16931_uom_LK,LK,link
en16931_uom_LM,LM,linear metre
en16931_uom_LN,LN,length
en16931_uom_LO,LO,lot  [unit of procurement]
en16931_uom_LP,LP,liquid pound
en16931_uom_LPA,LPA,litre of pure alcohol
en16931_uom_LR,LR,layer
en16931_uom_LS,LS,lump sum
en16931_uom_LTN,LTN,ton (UK) or long ton (US)
en16931_uom_LTR,LTR,litre
en16931_uom_LUB,LUB,"metric ton, lubricating oil"
en16931_uom_LUM,LUM,lumen
en16931_uom_LUX,LUX,lux
en16931_uom_LY,LY,linear yard
en16931_uom_M1,M1,milligram per litre
en16931_uom_M10,M10,reciprocal cubic yard
en16931_uom_M11,M11,cubic yard per degree Fahrenheit
